"logical","is-related-to","cause","science",1
"big","is-property-of","San Jose","geography",1
"Croatia","is-a","country","geography",1
"problem","is-a","obstacle","culture",1
"Digitus Camel","is-part-of","Lisa Yohogania","emotion",1
"life savings","is-related-to","pension","culture",1
"sick","is-related-to","swamp","nature",1
"happy","is-related-to","rainbow","nature",1
"geology","is-related-to","metal","culture",1
"ship","is-a","vehicle","culture",1
"margin","is-part-of","grid","graphics",1
"dark","is-related-to","pessimistic","properties",1
"s81","is-a","END","culture",1
"pride","is-a","emotion","emotion",1
"internet","is-part-of","media","media",1
"bull","is-related-to","culture","nature",1
"Skoda","is-a","car","culture",1
"healthy","is-property-of","sport","culture",1
"white","is-property-of","candytuft","nature",1
"red","is-property-of","blush","emotion",1
"creationism","is-a","pseudoscience","culture",1
"brightness","is-property-of","color adjustment","graphics",1
"tank","is-related-to","caterpillar","culture",1
"structured","is-property-of","Lego","culture",1
"water","is-related-to","hydrology","culture",1
"river","is-related-to","otter","nature",1
"Airwolf","is-a","television show","media",1
"creepy","is-opposite-of","safe","properties",1
"creepy","is-property-of","scarecrow","culture",1
"Nazism","is-related-to","World War II","culture",1
"challenging","is-related-to","ambitious","properties",1
"Christianity","is-related-to","Bible Belt","culture",1
"uniform","is-property-of","suit","culture",1
"silent","is-property-of","sly","properties",1
"amoeba","is-related-to","cell","nature",1
"deep","is-opposite-of","shallow","properties",1
"wait","is-effect-of","queue","culture",1
"Czech Republic","is-a","country","geography",1
"9","is-same-as","nine","culture",1
"Twix","is-a","chocolate","culture",1
"politics","is-part-of","culture","culture",1
"round","is-property-of","ball","culture",7
"April Fool's Day","is-a","celebration","culture",1
"strong","is-property-of","gate","culture",1
"running","is-part-of","Olympic Games","culture",1
"cat food","is-part-of","can","culture",1
"standard","is-a","negative","properties",1
"pony","is-a","baby","nature",1
"elegant","is-property-of","lily","nature",1
"Robin","is-a","sidekick","media",1
"trendy","is-property-of","graphic designer","people",1
"mathematical","is-related-to","numbers","culture",1
"Leonard Nimoy","is-a","actor","people",1
"round","is-related-to","organic","properties",1
"United States","is-part-of","North America","geography",1
"wrestling","is-part-of","Olympic Games","culture",1
"apartment","is-part-of","building","culture",1
"China","is-related-to","kung fu","culture",1
"shallow","is-opposite-of","profound","properties",1
"fun","is-property-of","friendship","culture",1
"fast","is-property-of","hockey","culture",1
"dynamic","is-property-of","physics","culture",1
"elegant","is-property-of","flower","nature",1
"bathroom","is-part-of","house","culture",1
"crawl","is-effect-of","snail","nature",1
"dangerous","is-property-of","dictatorship","culture",1
"lemur","is-a","mammal","nature",1
"wave","is-related-to","surf","culture",1
"free will","is-related-to","religion","culture",1
"hose","is-related-to","water","culture",1
"0","is-same-as","zero","culture",1
"sound","is-part-of","music","culture",1
"intricate","is-property-of","senate","culture",1
"sleep","is-related-to","bed","culture",1
"mountain","is-related-to","Tour de France","culture",1
"heavy","is-property-of","fear","emotion",1
"fresh","is-a","shade","graphics",1
"attention","is-related-to","school","culture",1
"dictator","is-related-to","leader","culture",1
"s0","is-a","s3","people",1
"round","is-opposite-of","angular","properties",1
"kneel","is-related-to","awe","culture",1
"cosmetic","is-related-to","bathroom","culture",1
"exhibition","is-part-of","museum","culture",1
"black metal","is-related-to","Scandinavia","sound",1
"static","is-property-of","arctic","nature",1
"fragrant","is-property-of","flower","nature",1
"Greece","is-a","country","geography",1
"loud","is-related-to","wild","properties",1
"John Cleese","is-a","person","people",1
"rich","is-property-of","merchant","history",2
"Norway","is-a","country","geography",1
"flexible","is-property-of","agile","properties",1
"slow","is-related-to","safe","properties",1
"pee","is-a","urge","nature",1
"deity","is-part-of","religion","culture",1
"Frutiger","is-a","sans serif","graphics",1
"trendy","is-property-of","The Designers Republic","graphics",1
"carousel","is-related-to","circus","culture",1
"broom","is-related-to","witch","culture",1
"child","is-a","human","culture",1
"friendship","is-related-to","love","culture",1
"cheap","is-related-to","horror","media",1
"rat","is-related-to","maze","science",1
"witch","is-related-to","Inquisition","culture",1
"angry","is-related-to","loud","properties",1
"delicate","is-property-of","Alhambra","culture",1
"rigid","is-property-of","fascism","culture",1
"horse","is-related-to","grassland","nature",1
"posh","is-same-as","classy","properties",1
"dragonfly","is-a","insect","nature",1
"Parthenon","is-a","ruin","culture",1
"Denver","is-a","city","geography",1
"toast","is-part-of","breakfast","culture",1
"busy","is-property-of","farm","culture",1
"Dante Alighieri","is-same-as","Dante","history",1
"bomb","is-part-of","bombardment","culture",1
"eucalyptus","is-a","myrtle","nature",1
"ligature","is-part-of","typeface","graphics",1
"fluid","is-property-of","fog","nature",1
"basil","is-related-to","tomato sauce","culture",1
"4","is-same-as","four","culture",1
"hungry","is-related-to","consumption","culture",1
"s62","is-a","s66","people",3
"fun","is-property-of","jump","emotion",1
"slimy","is-related-to","nasty","properties",1
"intense","is-property-of","exam","culture",1
"gloomy","is-related-to","pessimistic","properties",1
"soft","is-property-of","compassion","emotion",1
"snow","is-part-of","weather","nature",1
"Duracell Bunny","is-a","mascot","media",1
"crow","is-a","bird","nature",1
"intelligent","is-property-of","glasses","culture",1
"coincidence","is-related-to","randomness","culture",1
"mockingbird","is-a","bird","nature",1
"turquoise","is-a","cyan","graphics",2
"irritating","is-property-of","tourism","culture",1
"locomotion","is-related-to","leg","nature",1
"Indiana","is-part-of","Corn Belt","culture",1
"steam engine","is-part-of","locomotive","culture",1
"fat","is-related-to","fast food","culture",1
"calligraphic","is-same-as","script","graphics",1
"playful","is-related-to","beach","nature",1
"colorful","is-property-of","club","culture",1
"dangerous","is-property-of","evil","properties",1
"AL","is-same-as","artificial life","science",1
"s5","is-a","s28","people",5
"shiny","is-property-of","bald","people",1
"South Carolina","is-a","state","geography",1
"life","is-a","challenge","culture",1
"game","is-related-to","game theory","culture",1
"wood","is-related-to","structure","culture",1
"annoying","is-related-to","fret","emotion",1
"calm","is-property-of","yoga","culture",1
"friendly","is-property-of","dog","culture",1
"sour","is-a","negative","properties",1
"office","is-related-to","work","culture",1
"Brookhaven","is-a","city","geography",1
"small","is-property-of","Japan","culture",1
"swimming pool","is-related-to","summer","culture",1
"Jacksonville","is-a","city","geography",1
"heavy","is-property-of","altar","culture",1
"blackjack","is-a","card game","culture",1
"door","is-a","entrance","culture",1
"priest","is-related-to","temple","culture",1
"risk","is-related-to","chance","culture",1
"page curl","is-a","filter","graphics",1
"hectic","is-property-of","circus","culture",1
"Jonathan Barnbrook","is-related-to","Exocet","people",1
"anorexia","is-related-to","appetite","people",1
"Susan Kare","is-related-to","Monaco","people",1
"magenta","is-property-of","blood","graphics",1
"North Carolina","is-part-of","The South","geography",1
"chaotic","is-property-of","revolution","culture",2
"big","is-property-of","Dallas","geography",1
"nasty","is-related-to","worm","nature",1
"Art Deco","is-a","architecture","culture",1
"cold","is-property-of","hall","culture",1
"lawyer","is-a","job","people",1
"big","is-property-of","Las Vegas","geography",1
"Sheba","is-a","brand","culture",1
"The Fridge","is-a","club","culture",1
"chaotic","is-property-of","horde","culture",1
"algae","is-part-of","seaweed","nature",1
"space shuttle","is-part-of","technology","science",1
"Thor","is-a","deity","culture",1
"good","is-property-of","white","culture",1
"Detroit","is-related-to","techno","sound",1
"fluid","is-property-of","river","nature",1
"cheap","is-property-of","sensational","properties",1
"question","is-related-to","detective","media",1
"Schrödinger","is-related-to","quantum theory","people",1
"plan","is-part-of","future","people",1
"bikini","is-related-to","swimming pool","culture",1
"dangerous","is-related-to","fear","emotion",1
"grand","is-related-to","exciting","properties",1
"Thomas More","is-a","person","history",1
"slurf","is-related-to","penis","culture",1
"park","is-part-of","city","culture",1
"Büro Destruct","is-related-to","logo","graphics",1
"trendy","is-property-of","Underware","graphics",1
"s1","is-a","s9a","people",1
"dragon","is-related-to","Siegfried","history",1
"sad","is-a","negative","properties",1
"important","is-related-to","bold","graphics",1
"coal","is-related-to","fire","nature",1
"privet","is-a","olive","nature",1
"atomic bomb","is-related-to","Hiroshima","history",1
"fragrant","is-a","smell","emotion",1
"structured","is-property-of","software","media",1
"silent","is-related-to","hide","nature",1
"small","is-property-of","Earth","nature",1
"carrot","is-a","vegetable","nature",1
"quick","is-property-of","trick","culture",1
"claw","is-part-of","dragon","culture",1
"hamster","is-a","rodent","nature",2
"United Kingdom","is-a","country","geography",1
"Neville Brody","is-a","type designer","people",1
"banal","is-property-of","Valentine's Day","culture",1
"wiki","is-part-of","social media","media",1
"wave","is-part-of","sound","culture",1
"solid","is-related-to","static","properties",1
"stag","is-a","horse","nature",1
"color","is-property-of","text","graphics",1
"soft","is-property-of","peach","nature",1
"joy","is-related-to","positive","emotion",1
"IKEA","is-related-to","Sweden","culture",1
"Little Red Riding Hood","is-a","fairytale","media",1
"science fiction","is-related-to","science","media",1
"sarcophagus","is-a","coffin","culture",1
"pessimistic","is-property-of","sad","properties",1
"prosperous","is-property-of","Constantinople","history",1
"stiff","is-property-of","corpse","nature",1
"blind","is-related-to","justice","culture",1
"warm","is-property-of","red","graphics",2
"hot","is-property-of","anger","emotion",2
"lagoon","is-a","lake","nature",1
"tank","is-a","weapon","culture",1
"slow","is-property-of","smoke","nature",1
"Vatican City","is-a","country","geography",1
"hard","is-property-of","iron","properties",5
"Luxembourg","is-part-of","Benelux","geography",1
"cliché","is-property-of","swoosh","graphics",1
"big","is-property-of","Los Angeles","geography",1
"money","is-related-to","consumption","culture",1
"dinner","is-a","meal","culture",1
"boat","is-related-to","travel","culture",1
"radial gradient","is-a","gradient","graphics",1
"greasy","is-property-of","fast food","culture",1
"format","is-part-of","poster","graphics",1
"recursion","is-part-of","mathematics","science",1
"zero","is-related-to","infinity","culture",1
"slow","is-property-of","panda","nature",1
"Dallas","is-part-of","Texas","geography",1
"devastating","is-property-of","nuclear weapon","culture",1
"Agra","is-part-of","India","geography",1
"black","is-property-of","Nazism","culture",1
"feminine","is-related-to","gazelle","nature",1
"tower","is-a","structure","culture",1
"glass","is-related-to","Art Deco","culture",1
"hue","is-property-of","color adjustment","graphics",1
"predictable","is-property-of","repetitive","nature",1
"dry","is-related-to","fire","nature",1
"pub","is-related-to","nightlife","culture",1
"paragraph","is-part-of","grid","graphics",1
"analytical","is-property-of","scientist","science",1
"Paul Rand","is-a","person","people",1
"detailed","is-property-of","report","science",1
"tyrant","is-same-as","dictator","culture",1
"big","is-property-of","Hempstead","geography",1
"Richard Wagner","is-a","composer","history",1
"striped","is-property-of","cat","nature",1
"wheel","is-related-to","Prehistory","history",1
"healthy","is-related-to","mint","nature",1
"burial","is-a","rite","culture",2
"love","is-related-to","roller coaster","people",1
"ugly","is-property-of","troll","culture",1
"Charles Darwin","is-a","person","people",1
"dry","is-property-of","proof","culture",1
"powerful","is-property-of","kung fu","culture",1
"party","is-related-to","weekend","culture",1
"big","is-property-of","Detroit","geography",1
"fast","is-property-of","squirrel","nature",1
"sadhu","is-related-to","yoga","culture",1
"genre","is-a","style","media",1
"s1","is-a","s19a","people",1
"intelligent","is-property-of","artificial intelligence","culture",1
"bread","is-related-to","baker","people",1
"dynamic","is-property-of","sport","culture",1
"colorful","is-property-of","diverse","properties",1
"proud","is-property-of","praying mantis","nature",1
"beard","is-related-to","Santa Claus","culture",1
"Neville Brody","is-related-to","FontShop","people",1
"Samwise Gamgee","is-a","sidekick","culture",1
"creative","is-property-of","innovator","culture",2
"big","is-property-of","Shai Hulud","media",1
"fast","is-property-of","television","media",1
"Zapf Dingbats","is-a","symbol","graphics",1
"dry","is-property-of","barren","nature",1
"princess","is-related-to","tower","culture",1
"black","is-property-of","nigger","culture",1
"Dune","is-part-of","science fiction","media",1
"green","is-property-of","Persil","culture",1
"problem solving","is-related-to","The Wolf","media",1
"crime","is-related-to","detective","culture",1
"rigid","is-property-of","army","culture",1
"crusade","is-related-to","Christianity","history",1
"artificial","is-property-of","geography","geography",1
"warm","is-property-of","cosy","properties",1
"intimate","is-property-of","dinner","culture",1
"wet","is-related-to","hill","nature",1
"big","is-property-of","San Diego","geography",1
"hurt","is-property-of","sad","properties",1
"negative","is-property-of","vanity","emotion",1
"6","is-same-as","six","culture",1
"Eastern Europe","is-related-to","communism","culture",1
"tank","is-a","vehicle","culture",1
"Åland","is-part-of","Finland","geography",1
"Torah","is-same-as","Quran","history",1
"mob","is-related-to","riot","culture",1
"angry","is-effect-of","irritation","emotion",1
"bath","is-related-to","rubber duck","culture",1
"water","is-part-of","sea","nature",1
"landscape","is-part-of","ecosystem","nature",1
"12","is-related-to","December","culture",1
"fish","is-related-to","heron","nature",1
"Orlando","is-a","city","geography",1
"Martini","is-a","cocktail","culture",1
"blue","is-property-of","Cookie Monster","properties",1
"stairway","is-a","structure","culture",1
"transparent","is-property-of","water","nature",1
"fanatical","is-property-of","racism","culture",1
"rhythm and blues","is-related-to","African American","culture",1
"Jezus","is-same-as","Jesus","people",1
"Titanic","is-a","movie","media",1
"sofa","is-part-of","living room","culture",1
"Honolulu","is-a","city","geography",1
"vicious","is-property-of","battle","history",2
"wait","is-effect-of","stop","culture",1
"Honda","is-a","car","culture",1
"ordered","is-property-of","court","culture",1
"stupid","is-related-to","cheerleader","culture",1
"s51","is-a","s50a","people",1
"Cylon","is-a","robot","media",1
"Sleipnir","is-a","horse","culture",1
"factory","is-a","building","culture",1
"organic","is-property-of","lightning","nature",1
"strong","is-property-of","robust","properties",1
"elegant","is-property-of","tulip","nature",1
"language","is-part-of","cognition","nature",1
"welfare","is-related-to","United States","culture",1
"wine","is-related-to","barrel","culture",1
"fairy","is-related-to","mushroom","media",1
"masculinity","is-property-of","ram","nature",1
"solid","is-opposite-of","fluid","properties",1
"fat","is-property-of","VAG Rounded","graphics",1
"dominant","is-property-of","dictator","culture",1
"cruel","is-related-to","evil","properties",1
"Dada","is-related-to","graphic design","history",1
"s1","is-a","s1000","people",1
"Twix","is-a","brand","media",1
"Donald Duck","is-a","duck","media",1
"cacao","is-a","fruit","nature",1
"breakfast","is-related-to","kitchen","culture",1
"hostage","is-part-of","hijacking","culture",1
"brunch","is-a","meal","culture",1
"tourism","is-related-to","Paris","culture",1
"chaotic","is-property-of","insane","properties",1
"cheerleader","is-part-of","American football","culture",1
"rock 'n' roll","is-a","music","sound",1
"complex","is-property-of","brain","nature",7
"serious","is-property-of","rite","culture",1
"naive","is-property-of","silly","properties",1
"creepy","is-related-to","cathedral","culture",1
"idealistic","is-property-of","democracy","culture",1
"rectangle","is-a","shape","graphics",1
"peaceful","is-same-as","calm","properties",1
"angry","is-property-of","snarl","nature",1
"asp","is-a","snake","nature",1
"s2","is-a","s13a","people",1
"cold","is-property-of","January","culture",1
"dynamic","is-property-of","smoke","nature",1
"patriotism","is-related-to","flag","culture",1
"naive","is-related-to","dreamy","properties",1
"dragon","is-related-to","princess","culture",1
"cycling","is-part-of","Olympic Games","culture",1
"industrious","is-property-of","ant","nature",3
"entrails","is-same-as","intestines","nature",1
"long","is-property-of","history","culture",2
"loud","is-property-of","hail","nature",1
"wild","is-related-to","dangerous","properties",1
"wink","is-effect-of","eye","emotion",1
"psychology","is-a","social science","culture",1
"Star Trek","is-related-to","nerd","people",1
"turkey","is-related-to","Christmas","culture",1
"consciousness","is-related-to","human","nature",1
"green","is-property-of","alien","culture",1
"MIT","is-a","university","science",1
"pace","is-effect-of","doubt","emotion",1
"leek","is-a","onion","nature",1
"Byzantium","is-related-to","Ancient Greece","history",1
"winter","is-a","season","nature",1
"nostalgic","is-property-of","stuffed animal","culture",1
"television","is-part-of","media","media",1
"meaning","is-effect-of","sentence","culture",1
"shorts","is-a","underwear","culture",1
"Montenegro","is-part-of","Southern Europe","geography",1
"Utah","is-part-of","The West","geography",1
"round","is-property-of","blimp","culture",1
"fierce","is-property-of","revolution","culture",1
"boring","is-related-to","politics","culture",1
"safe","is-property-of","religion","culture",1
"easy","is-a","positive","properties",1
"deep","is-property-of","conscience","culture",1
"hairy","is-same-as","fuzzy","properties",1
"sad","is-property-of","death","nature",2
"mirror","is-part-of","bathroom","culture",1
"elegant","is-property-of","BMW","culture",1
"teeth","is-related-to","dentist","people",1
"Tampa","is-a","city","geography",1
"sick","is-related-to","doctor","culture",1
"cruel","is-property-of","famine","nature",1
"banter","is-a","conversation","people",1
"healthy","is-related-to","ginkgo","nature",1
"Mazda","is-a","car","culture",1
"membrane","is-part-of","cell","nature",1
"flexible","is-property-of","cable","culture",2
"rat","is-a","rodent","nature",1
"instinct","is-related-to","animal","nature",1
"Black Hole","is-a","graphic novel","media",1
"Holy Grail","is-related-to","Monty Python","culture",1
"sneaky","is-property-of","submarine","culture",1
"pleasant","is-opposite-of","unpleasant","properties",1
"grand","is-property-of","Ancient Rome","history",1
"monotonous","is-property-of","Mass","culture",1
"heavy","is-property-of","insomnia","people",1
"s80","is-a","s68a","people",1
"peanut","is-part-of","Snickers","culture",1
"edgy","is-property-of","Das Boot","media",1
"gift","is-related-to","box","culture",1
"trash","is-same-as","garbage","culture",1
"curious","is-property-of","snapdragon","nature",1
"stupid","is-property-of","prank","culture",1
"pop","is-a","music","sound",1
"color theory","is-related-to","harmony","graphics",1
"important","is-property-of","Wall Street","culture",1
"chainsaw","is-a","weapon","culture",1
"vote","is-part-of","freedom","culture",1
"wet","is-property-of","fish","nature",1
"skyscraper","is-a","building","culture",1
"sneaky","is-related-to","Gollum","media",1
"crocus","is-a","flower","nature",1
"mother","is-a","parent","people",1
"R2-D2","is-part-of","Star Wars","media",1
"boring","is-property-of","life","culture",1
"complex","is-property-of","cricket","culture",1
"astrology","is-a","pseudoscience","culture",1
"big","is-property-of","Denver","geography",1
"ambitious","is-property-of","leader","culture",1
"positive","is-property-of","friendly","properties",1
"London","is-a","city","geography",1
"Snow White","is-a","princess","media",1
"Finland","is-a","country","geography",1
"Bauhaus","is-a","school","culture",1
"important","is-property-of","organ","nature",1
"gold","is-property-of","jewel","culture",1
"fierce","is-property-of","boar","nature",1
"death","is-effect-of","injury","nature",1
"interesting","is-property-of","conversation","people",1
"funeral","is-same-as","burial","culture",1
"wet","is-property-of","highland","nature",1
"March","is-part-of","spring","culture",1
"s63a","is-a","s63","people",1
"nonsense","is-opposite-of","meaning","culture",1
"Grand Canyon","is-part-of","Arizona","geography",1
"bright","is-property-of","white","graphics",3
"summer","is-related-to","beach","nature",1
"irritating","is-property-of","Lassie","media",1
"ridiculous","is-property-of","goofy","properties",1
"fresh","is-property-of","apple","nature",1
"fast","is-property-of","time","nature",1
"wicked","is-property-of","coyote","nature",1
"zebra","is-a","horse","nature",1
"St. Paul","is-a","city","geography",1
"sharp","is-related-to","danger","graphics",1
"cow","is-related-to","field","nature",1
"fat","is-a","bold","graphics",1
"communicator","is-a","person","culture",1
"panic","is-effect-of","danger","nature",1
"cosy","is-property-of","curtain","culture",1
"aniseed","is-part-of","ouzo","culture",1
"burglar","is-related-to","night","culture",1
"text","is-a","layer","graphics",1
"web","is-related-to","spider","nature",1
"intricate","is-property-of","puzzle","culture",1
"cool","is-property-of","airco","culture",1
"busy","is-property-of","airport","culture",2
"All Saint's Day","is-a","celebration","culture",1
"full moon","is-a","moon","nature",1
"dry","is-property-of","drought","properties",1
"posh","is-property-of","Bentley","culture",1
"sunglasses","is-related-to","summer","culture",1
"St. Petersburg","is-part-of","Florida","geography",1
"fauna","is-part-of","ecosystem","nature",1
"root","is-part-of","plant","nature",1
"slow","is-property-of","time","nature",1
"indigo","is-a","purple","graphics",1
"sarcophagus","is-related-to","pyramid","culture",1
"fair","is-property-of","altruism","culture",1
"cirrus","is-a","cloud","nature",1
"precious","is-property-of","life savings","culture",1
"Genoa","is-related-to","merchant","history",1
"feminine","is-property-of","ewe","nature",1
"fuzzy","is-property-of","stuffed animal","culture",1
"bright","is-property-of","glow","nature",1
"s9a","is-a","s9","people",1
"Central Europe","is-part-of","Europe","geography",1
"masculine","is-property-of","rodeo","culture",1
"flexible","is-property-of","sinuous","properties",1
"rough","is-property-of","canvas","graphics",1
"atomic bomb","is-a","bomb","culture",1
"strong","is-property-of","tree","nature",4
"big","is-property-of","full moon","nature",1
"peaceful","is-property-of","freedom","culture",1
"pet","is-related-to","family","culture",1
"Coca-Cola","is-related-to","Santa Claus","culture",1
"cave","is-a","underground","nature",1
"bouncer","is-a","job","people",1
"intelligent","is-property-of","nerd","people",1
"old","is-property-of","Baskerville","graphics",1
"bright","is-property-of","yellow","graphics",5
"snow","is-related-to","snowboarding","culture",1
"natural","is-property-of","shadow","graphics",1
"stubborn","is-property-of","persistent","properties",1
"money","is-related-to","theft","culture",1
"Meshmixer","is-related-to","Sculptris","graphics",1
"brain","is-a","organ","nature",1
"dark","is-property-of","cosmos","nature",1
"plateau","is-part-of","mountain","nature",1
"red","is-property-of","lipstick","culture",1
"ocelot","is-a","cat","nature",1
"citron","is-a","citrus","nature",1
"expensive","is-property-of","hotel","culture",1
"fight","is-part-of","war","culture",1
"light","is-property-of","airy","properties",1
"rigid","is-property-of","attention","nature",1
"Luxembourg","is-part-of","Western Europe","geography",1
"Connecticut","is-part-of","The North-East","geography",1
"loud","is-property-of","thunder","nature",6
"painting","is-a","art","culture",3
"hemlock","is-a","conifer","nature",1
"wood","is-a","material","nature",1
"elegant","is-property-of","intricate","properties",1
"history","is-related-to","museum","culture",1
"low","is-property-of","growl","nature",1
"creepy","is-property-of","vulture","nature",1
"ASIMO","is-part-of","Honda","culture",1
"Idaho","is-part-of","The West","geography",1
"quiet","is-property-of","moor","nature",1
"Garland","is-a","city","geography",1
"China","is-part-of","Asia","geography",1
"rain","is-part-of","storm","nature",1
"lean","is-related-to","healthy","properties",1
"Hermann Zapf","is-a","type designer","people",1
"unviversity","is-related-to","party","science",1
"dinner","is-related-to","restaurant","culture",1
"lazy","is-property-of","hippopotamus","nature",1
"descender","is-part-of","character","graphics",1
"hip hop","is-related-to","street","culture",1
"parliament","is-part-of","government","culture",1
"fedora","is-related-to","gangster","culture",1
"tie","is-part-of","suit","culture",1
"cheese","is-related-to","The Netherlands","culture",1
"playful","is-property-of","puss","nature",1
"towel","is-part-of","bathroom","culture",1
"magician","is-related-to","circus","culture",1
"Classical Antiquity","is-part-of","history","history",1
"s91b","is-a","s90","people",1
"poweful","is-property-of","ominous","properties",1
"spider","is-a","arachnid","nature",1
"healthy","is-property-of","forest","culture",1
"treasure","is-related-to","pirate","media",1
"strong","is-property-of","intense","properties",1
"azalea","is-a","flower","nature",1
"creationism","is-related-to","religion","culture",1
"madness","is-related-to","Call of Cthulhu","media",1
"weather","is-related-to","small talk","culture",1
"tragic","is-property-of","accident","culture",1
"sperm","is-part-of","testicle","nature",1
"barley field","is-a","field","nature",1
"wet","is-property-of","water sport","culture",1
"happy","is-property-of","celebration","culture",1
"Glendale","is-a","city","geography",1
"ear","is-part-of","dog","nature",1
"hectic","is-property-of","traffic","culture",1
"serious","is-property-of","journal","science",1
"discuss throwing","is-a","athletics","culture",1
"necklace","is-a","jewel","culture",1
"noise","is-part-of","sound","sound",1
"nostalgic","is-property-of","history","culture",1
"Snickers","is-a","brand","media",1
"Lassie","is-a","dog","media",2
"mascot","is-related-to","brand","culture",1
"filter","is-property-of","layer","graphics",1
"antelope","is-a","mammal","nature",1
"famine","is-effect-of","drought","nature",1
"elegant","is-property-of","blossom","nature",1
"Matthew Carter","is-a","person","people",1
"torture","is-related-to","Inquisition","culture",1
"cliché","is-opposite-of","trendy","properties",1
"disgust","is-part-of","contempt","emotion",1
"beach","is-related-to","vacation","culture",1
"round","is-property-of","Colosseum","history",1
"gallop","is-a","gait","nature",1
"hectic","is-property-of","Wall Street","culture",1
"bowl","is-related-to","goldfish","culture",1
"Florida","is-a","state","geography",1
"shiver","is-effect-of","fear","nature",1
"manga","is-a","genre","media",1
"leather","is-a","material","nature",1
"Nevada","is-a","state","geography",1
"toilet","is-part-of","bathroom","culture",1
"mysterious","is-property-of","magic","culture",2
"dirty","is-property-of","The Prodigy","sound",1
"intestines","is-a","organ","nature",1
"karate","is-a","combat sport","culture",1
"long","is-property-of","railroad","culture",1
"healthy","is-related-to","green","graphics",1
"Daniel Dennett","is-related-to","consciousness","culture",1
"car","is-related-to","garage","culture",1
"research","is-part-of","science","culture",1
"squid","is-a","mollusk","nature",1
"organic","is-property-of","plant","nature",1
"temple","is-part-of","Greek mythology","culture",1
"acacia","is-a","legume","nature",1
"Pierre Bézier","is-a","classic","people",1
"October","is-part-of","autumn","culture",1
"green","is-related-to","tree","nature",1
"NASDAQ","is-related-to","computer","culture",1
"polished","is-opposite-of","dirty","properties",1
"caring","is-property-of","parent","people",1
"naive","is-property-of","romantic","properties",1
"comfortable","is-property-of","chair","culture",1
"chance","is-related-to","dice","culture",1
"smooth","is-property-of","feminine","properties",1
"wise","is-property-of","owl","culture",1
"big","is-property-of","pelican","nature",1
"living room","is-part-of","house","culture",1
"surf","is-a","water sport","culture",1
"repetitive","is-property-of","computer","culture",1
"grand","is-property-of","opera house","culture",1
"treasure","is-related-to","dragon","culture",1
"evil","is-property-of","The Terminator","media",1
"hairy","is-opposite-of","smooth","properties",1
"old","is-related-to","king","culture",1
"fork","is-related-to","spoon","culture",1
"funny","is-property-of","Arnold Schwarzenegger","people",1
"grimace","is-a","facial expression","emotion",1
"sharp","is-property-of","syringe","science",1
"Martini","is-related-to","James Bond","media",1
"koala","is-a","marsupial","nature",1
"anorexia","is-related-to","thin","people",1
"heath","is-a","fruit","nature",1
"Ford","is-related-to","social theory","culture",1
"legion","is-related-to","Ancient Rome","history",1
"chips","is-same-as","french fries","culture",1
"cool","is-property-of","James Bond","media",1
"Nazism","is-a","fascism","culture",1
"peek","is-effect-of","curiosity","culture",1
"angry","is-property-of","Adolf Hitler","people",1
"Chrysler","is-a","car","culture",1
"melon","is-a","gourd","nature",1
"Conan The Barbarian","is-same-as","Conan","media",1
"rust","is-property-of","metal","nature",1
"plumbing","is-related-to","bathroom","culture",1
"yellow","is-property-of","dandelion","nature",1
"grind","is-related-to","work","nature",1
"big","is-property-of","elephant","nature",1
"logic","is-related-to","language","culture",1
"question","is-a","sentence","culture",1
"quiet","is-property-of","mountain","nature",1
"thief","is-related-to","burglar","people",1
"Jesus","is-related-to","Christmas","people",1
"popstar","is-same-as","celebrity","media",1
"interesting","is-property-of","sensational","properties",1
"idealistic","is-property-of","romantic","properties",1
"hot","is-property-of","jungle","nature",1
"peaceful","is-related-to","pleasant","properties",1
"Vicks","is-part-of","Procter & Gamble","culture",1
"interesting","is-property-of","idea","culture",1
"pawn","is-part-of","chess","culture",1
"legendary","is-related-to","hero","history",1
"big","is-property-of","Memphis","geography",1
"straight","is-opposite-of","twisted","properties",1
"Blue","is-property-of","Cookie Monster","properties",1
"calm","is-property-of","jogging","culture",1
"Red Button","is-related-to","emergency","culture",1
"gem","is-related-to","jewel","culture",1
"birthday","is-a","rite","culture",1
"phalanx","is-related-to","hedgehog","history",1
"HTML","is-property-of","website","culture",1
"crispy","is-property-of","Twix","culture",1
"joke","is-part-of","comedy","media",1
"hard","is-property-of","diamond","nature",2
"Estonia","is-a","country","geography",1
"large","is-property-of","museum","culture",1
"Odin","is-part-of","Norse mythology","culture",1
"goat","is-related-to","Satan","culture",1
"explore","is-effect-of","curiosity","nature",1
"elephant","is-related-to","circus","culture",1
"opression","is-opposite-of","freedom","properties",1
"pond","is-a","lake","nature",1
"Riverside","is-a","city","geography",1
"monotonous","is-related-to","stale","properties",1
"funny","is-property-of","Dawn of the Dead","media",1
"mosque","is-related-to","Islam","culture",1
"pride","is-related-to","disgust","emotion",1
"fast","is-property-of","assembly line","culture",1
"downtempo","is-part-of","electronica","sound",1
"guttural","is-property-of","cluck","sound",1
"Oklahoma City","is-part-of","Oklahoma","geography",1
"hip hop","is-related-to","gangster","culture",1
"technology","is-effect-of","engineering","science",1
"cooperative","is-property-of","beehive","nature",1
"big","is-property-of","San Antonio","geography",1
"painful","is-property-of","shame","properties",1
"shirt","is-part-of","clothing","people",1
